"territory","num_economactivepopulation_all","employed_num_all","unemployed_num_all","eactivity_lvl","employment_lvl","unemployment_lvl","dis_unagegroup_to20","dis_unagegroup_20-29","dis_unagegroup_30-39","dis_unagegroup_40-49","dis_unagegroup_50-59","dis_unagegroup_60older","dis_emagegroup_to20","dis_emagegroup_20-29","dis_emagegroup_30-39","dis_emagegroup_40-49","dis_emagegroup_50-59","dis_emagegroup_60older","num_unagegroup_to20","num_unagegroup_20-29","num_unagegroup_30-39","num_unagegroup_40-49","num_unagegroup_50-59","num_unagegroup_60older","num_emagegroup_to20","num_emagegroup_20-29","num_emagegroup_30-39","num_emagegroup_40-49","num_emagegroup_50-59","num_emagegroup_60older","year"
"Республика Бурятия","441.3","398.9","42.4","62.4","56.4","9.6","2.8","33.6","28.6","18.0","15.3","1.6","0.5","23.5","30.4","22.8","18.8","4.0","1.2","14.3","12.1","7.6","6.5","0.7","1.8","93.9","121.3","90.8","75.1","16.0",2017
"Республика Тыва","126.5","103.3","23.1","61.5","50.3","18.3","3.4","32.0","31.9","22.3","8.7","1.7","0.5","22.0","32.6","26.2","15.2","3.5","0.8","7.4","7.4","5.2","2.0","0.4","0.6","22.7","33.7","27.1","15.7","3.6",2017
"Республика Хакасия","258.8","246.0","12.7","65.4","62.2","4.9","3.2","36.7","23.8","10.1","22.8","3.4","0.5","19.6","30.7","23.8","20.5","4.9","0.4","4.7","3.0","1.3","2.9","0.4","1.2","48.2","75.6","58.5","50.4","12.1",2017
"Алтайский край","1131.3","1053.1","78.2","63.8","59.4","6.9","2.8","23.9","27.5","20.6","20.8","4.3","0.6","18.6","29.1","25.1","22.7","3.9","2.2","18.7","21.5","16.1","16.3","3.4","5.9","196.0","306.0","264.6","239.5","41.1",2017
"Забайкальский край","534.7","477.3","57.3","67.2","60.0","10.7","3.1","37.5","26.2","19.8","12.5","0.9","0.6","22.7","31.3","22.9","19.6","2.9","1.8","21.5","15.0","11.4","7.1","0.5","3.1","108.2","149.5","109.5","93.5","13.6",2017
"Красноярский край","1494.2","1408.9","85.2","69.1","65.1","5.7","6.6","32.3","24.1","15.2","17.6","4.2","0.7","21.8","29.8","23.8","19.0","4.9","5.7","27.5","20.6","13.0","15.0","3.5","9.6","307.3","420.2","335.1","268.3","68.5",2017
"Иркутская область","1209.2","1103.9","105.3","68.1","62.2","8.7","5.3","35.5","21.4","16.1","17.2","4.4","1.1","22.0","28.7","23.3","19.3","5.6","5.6","37.4","22.6","17.0","18.2","4.7","11.7","243.4","316.5","256.7","213.4","62.2",2017
"Кемеровская область","1336.7","1241.7","95.1","65.9","61.2","7.1","4.3","28.4","25.0","19.5","18.9","3.9","0.5","21.1","30.1","23.8","19.5","4.9","4.0","27.0","23.8","18.5","18.0","3.7","5.9","262.5","374.1","296.1","242.6","60.5",2017
"Новосибирская область","1428.2","1343.1","85.1","68.5","64.4","6.0","3.5","28.4","26.8","21.0","17.4","2.9","0.5","22.4","29.0","22.5","19.8","5.8","3.0","24.1","22.8","17.9","14.8","2.4","6.9","301.4","389.4","301.8","265.6","78.0",2017
"Омская область","1029.2","957.0","72.2","69.5","64.6","7.0","9.9","29.9","17.9","15.6","18.5","8.2","0.9","20.4","27.4","22.2","22.2","7.0","7.2","21.6","12.9","11.3","13.3","5.9","8.5","195.0","261.8","212.4","212.1","67.2",2017
"Томская область","532.9","499.1","33.8","64.9","60.8","6.3","3.2","38.4","25.0","19.3","11.9","2.2","0.2","23.2","30.8","23.8","18.2","3.7","1.1","13.0","8.4","6.5","4.0","0.7","1.2","115.9","153.5","118.8","91.1","18.6",2017
"Дальневосточный федеральный округ","3339.6","3151.2","188.4","70.7","66.7","5.6","4.0","33.2","23.6","18.2","15.6","5.4","0.5","20.7","28.0","24.0","19.8","7.0","7.6","62.6","44.4","34.3","29.3","10.1","15.3","650.9","881.7","757.4","624.5","221.3",2017
"Республика Саха (Якутия)","497.8","462.3","35.5","70.6","65.5","7.1","6.0","38.2","24.5","15.5","12.0","3.8","0.4","22.1","27.5","23.4","20.7","5.8","2.1","13.5","8.7","5.5","4.3","1.4","1.8","102.3","127.2","108.3","95.7","27.0",2017
"Камчатский край","178.8","171.1","7.6","72.1","69.1","4.3","4.6","33.7","22.5","24.4","10.0","4.8","0.5","19.5","29.4","25.2","18.4","6.9","0.3","2.6","1.7","1.9","0.8","0.4","0.9","33.4","50.3","43.2","31.5","11.8",2017
"Приморский край","1035.6","979.3","56.3","69.7","65.9","5.4","4.2","31.4","20.1","18.6","17.8","7.8","0.3","20.0","27.6","24.6","20.4","7.1","2.4","17.7","11.3","10.5","10.0","4.4","3.3","196.0","269.8","240.4","199.8","69.9",2017
"Хабаровский край","733.1","697.5","35.7","71.6","68.1","4.9","3.1","32.9","24.3","17.4","20.3","2.0","0.5","22.1","28.2","23.4","18.5","7.2","1.1","11.7","8.7","6.2","7.2","0.7","3.8","154.4","196.6","163.3","129.1","50.3",2017
"Амурская область","413.6","389.3","24.3","68.2","64.2","5.9","2.0","27.0","32.3","22.6","12.6","3.4","0.9","21.9","28.3","23.5","19.2","6.1","0.5","6.6","7.9","5.5","3.0","0.8","3.5","85.1","110.2","91.6","74.8","23.9",2017
"Магаданская область","90.9","86.1","4.8","78.5","74.4","5.3","8.0","26.6","18.5","14.6","15.3","17.0","0.4","16.6","27.7","23.5","22.0","9.9","0.4","1.3","0.9","0.7","0.7","0.8","0.3","14.3","23.8","20.2","18.9","8.5",2017
"Сахалинская область","276.2","259.7","16.5","73.3","68.9","6.0","3.0","38.1","22.0","15.7","13.3","8.0","0.4","17.7","28.3","24.7","20.0","8.8","0.5","6.3","3.6","2.6","2.2","1.3","1.2","46.0","73.5","64.3","51.9","23.0",2017
"Еврейская автономная область","82.4","75.5","6.9","66.4","60.9","8.3","2.3","39.8","21.4","18.3","13.1","5.1","0.4","18.9","28.5","24.5","20.9","6.8","0.2","2.7","1.5","1.3","0.9","0.3","0.3","14.2","21.5","18.5","15.8","5.1",2017
"Чукотский автономный округ","31.3","30.4","0.9","80.6","78.3","2.9","11.4","28.3","25.4","18.9","14.9","1.2","0.6","17.0","28.4","25.4","22.8","5.8","0.1","0.3","0.2","0.2","0.1","0.0","0.2","5.2","8.6","7.7","6.9","1.8",2017
"Российская Федерация","75397.9","71933.1","3464.8","62.3","59.4","4.6","3.3","33.7","25.4","18.6","15.6","3.4","0.5","18.0","29.3","24.8","21.1","6.4","115.1","1166.6","881.1","643.0","539.7","119.2","350.4","12915.7","21094.2","17849.6","15144.5","4578.7",2019
"Центральный  федеральный округ","21335.7","20723.6","612.1","64.1","62.3","2.9","2.1","31.2","26.8","17.5","17.3","5.0","0.3","16.1","28.9","25.0","22.3","7.4","12.8","191.1","164.1","107.2","106.2","30.8","70.1","3335.2","5986.2","5174.4","4619.7","1538.0",2019
"Белгородская область","826.4","794.4","31.9","63.4","61.0","3.9","4.0","22.0","24.8","15.7","15.1","18.3","0.4","18.4","27.0","23.4","22.6","8.0","1.3","7.0","7.9","5.0","4.8","5.8","3.4","146.0","214.8","186.2","179.9","64.0",2019
"Брянская область","595.1","572.6","22.5","58.6","56.4","3.8","1.8","29.6","30.4","25.5","11.5","1.2","0.4","18.1","28.3","25.5","21.9","5.8","0.4","6.6","6.8","5.7","2.6","0.3","2.1","103.9","161.9","146.1","125.4","33.2",2019
"Владимирская область","721.3","692.1","29.2","62.1","59.6","4.0","1.8","22.0","33.3","20.9","18.2","3.9","0.5","17.6","27.2","24.6","22.6","7.5","0.5","6.4","9.7","6.1","5.3","1.2","3.3","121.5","187.9","170.3","156.7","52.5",2019
"Воронежская область","1182.1","1140.0","42.0","59.5","57.3","3.6","1.6","27.0","23.4","16.4","25.0","6.7","0.2","17.2","28.5","24.3","22.5","7.2","0.7","11.3","9.9","6.9","10.5","2.8","2.7","196.1","325.2","276.7","257.0","82.4",2019
"Ивановская область","516.7","497.3","19.5","60.3","58.1","3.8","1.8","23.8","22.8","23.5","24.1","4.0","0.3","18.6","27.9","25.4","21.0","6.7","0.4","4.6","4.4","4.6","4.7","0.8","1.7","92.6","138.8","126.2","104.6","33.5",2019
"Калужская область","537.2","517.4","19.8","63.1","60.7","3.7","1.2","17.2","17.3","22.9","36.7","4.6","0.3","16.2","28.5","24.0","23.0","8.1","0.2","3.4","3.4","4.5","7.3","0.9","1.6","84.0","147.3","124.0","118.9","41.6",2019
"Костромская область","309.7","297.1","12.6","58.3","55.9","4.1","0.5","32.0","25.4","20.8","19.4","1.8","0.5","17.2","29.0","25.8","22.4","5.2","0.1","4.0","3.2","2.6","2.4","0.2","1.4","51.1","86.1","76.6","66.6","15.3",2019
"Курская область","569.3","546.8","22.5","60.7","58.3","4.0","2.2","32.4","23.9","19.8","21.3","0.5","0.3","17.5","27.3","24.5","23.3","7.2","0.5","7.3","5.4","4.5","4.8","0.1","1.5","95.7","149.1","134.1","127.2","39.1",2019
"Липецкая область","597.5","575.2","22.3","61.9","59.6","3.7","0.6","33.8","27.8","15.9","19.5","2.4","0.3","16.2","28.7","25.9","24.0","5.0","0.1","7.6","6.2","3.5","4.3","0.5","2.0","93.1","165.0","148.8","138.1","28.3",2019
"Московская область","4189.4","4075.3","114.1","67.0","65.2","2.7","1.9","29.8","29.3","14.9","14.9","9.2","0.2","15.3","30.1","24.8","21.2","8.3","2.2","34.1","33.4","17.0","17.0","10.6","9.4","625.4","1224.6","1011.8","863.2","340.9",2019
"Орловская область","347.0","328.5","18.5","55.0","52.0","5.3","2.7","31.6","26.9","24.0","13.8","0.9","0.5","18.3","26.9","25.0","21.6","7.7","0.5","5.9","5.0","4.5","2.6","0.2","1.7","60.2","88.3","82.2","71.0","25.2",2019
"Рязанская область","535.5","514.3","21.1","56.1","53.9","3.9","1.9","33.2","24.6","22.4","17.2","0.6","0.3","17.4","27.7","25.1","21.3","8.1","0.4","7.0","5.2","4.7","3.6","0.1","1.8","89.5","142.6","129.1","109.6","41.7",2019
"Смоленская область","482.5","457.2","25.3","59.7","56.5","5.2","0.9","25.1","27.8","20.2","23.0","3.1","0.4","18.1","28.1","24.2","21.4","7.8","0.2","6.3","7.0","5.1","5.8","0.7","1.9","82.8","128.4","110.7","97.6","35.8",2019
"Тамбовская область","499.5","479.9","19.6","56.3","54.1","3.9","1.6","25.9","32.4","21.7","18.4",,"0.3","17.3","27.2","25.7","24.1","5.4","0.3","5.1","6.4","4.2","3.6",,"1.3","82.8","130.7","123.3","115.8","26.1",2019
"Тверская область","675.6","648.9","26.7","62.6","60.1","4.0","2.5","28.7","21.1","19.7","19.8","8.2","0.4","17.4","27.4","24.4","22.5","7.9","0.7","7.7","5.6","5.3","5.3","2.2","2.7","112.8","178.1","158.1","146.2","50.9",2019
"Тульская область","793.2","763.4","29.9","61.9","59.6","3.8","3.3","25.0","28.5","23.3","17.7","2.2","0.2","16.3","28.0","25.2","21.0","9.2","1.0","7.5","8.5","6.9","5.3","0.7","1.8","124.4","214.0","192.6","160.1","70.4",2019
"Ярославская область","649.7","614.7","35.0","61.3","58.0","5.4","1.0","24.0","28.7","21.2","23.2","1.9","0.4","17.5","28.5","25.1","20.7","7.9","0.4","8.4","10.1","7.4","8.1","0.7","2.3","107.6","175.0","154.0","127.3","48.4",2019
"г. Москва","7308.0","7208.4","99.5","68.1","67.2","1.4","3.0","51.1","26.1","8.7","8.2","3.0","0.4","14.8","29.5","25.3","23.0","7.1","3.0","50.8","26.0","8.6","8.1","2.9","27.5","1065.8","2128.3","1823.5","1654.6","508.8",2019
"Северо-Западный федеральный округ","7477.8","7212.1","265.7","63.8","61.6","3.6","3.4","29.5","25.5","18.6","17.0","6.0","0.3","17.6","29.6","24.7","20.6","7.2","9.0","78.2","67.8","49.4","45.3","16.0","23.4","1267.5","2137.9","1780.1","1485.7","517.5",2019
"Республика Карелия","305.4","282.7","22.6","59.4","55.0","7.4","5.2","29.5","23.0","18.2","20.5","3.5","0.8","17.6","30.1","27.2","18.0","6.4","1.2","6.7","5.2","4.1","4.6","0.8","2.4","49.7","85.1","76.8","50.8","18.0",2019
"Республика Коми","427.8","398.8","29.1","63.0","58.7","6.8","2.9","27.4","30.0","21.6","14.7","3.5","0.5","17.0","30.6","27.5","18.1","6.3","0.9","8.0","8.7","6.3","4.3","1.0","2.1","67.6","121.8","109.8","72.1","25.3",2019
"Архангельская область","558.2","523.3","34.9","58.9","55.2","6.3","3.6","22.5","26.3","24.7","18.7","4.3","0.5","17.9","30.4","26.9","18.3","6.1","1.3","7.8","9.2","8.6","6.5","1.5","2.4","93.7","159.2","140.8","95.6","31.5",2019
"Ненецкий автономный округ","22.7","20.9","1.8","67.4","62.1","7.9","2.2","28.3","29.1","21.7","14.3","4.3","0.1","16.2","32.6","25.8","19.2","6.0","0.0","0.5","0.5","0.4","0.3","0.1","0.0","3.4","6.8","5.4","4.0","1.3",2019
"Вологодская область","566.4","541.0","25.4","58.9","56.3","4.5","3.4","26.6","31.0","21.7","15.1","2.2","0.5","18.0","31.1","24.3","21.4","4.7","0.9","6.8","7.9","5.5","3.8","0.6","2.5","97.6","168.4","131.5","115.9","25.2",2019
"Калининградская область","537.3","513.5","23.8","64.9","62.0","4.4","3.8","20.4","28.2","16.1","23.8","7.7","0.3","19.2","27.5","24.0","20.1","8.9","0.9","4.9","6.7","3.8","5.7","1.8","1.5","98.4","141.3","123.0","103.4","45.8",2019
"Ленинградская область","969.4","931.8","37.6","62.5","60.0","3.9","3.0","36.6","20.3","14.4","15.5","10.3","0.3","16.6","29.8","24.5","21.2","7.7","1.1","13.8","7.7","5.4","5.8","3.9","2.4","154.3","277.8","227.9","197.3","72.1",2019
"Мурманская область","421.3","398.4","22.9","67.9","64.2","5.4","3.5","32.8","23.4","18.3","15.0","7.0","0.7","18.0","29.0","26.3","18.8","7.2","0.8","7.5","5.4","4.2","3.4","1.6","2.8","71.6","115.7","104.7","75.0","28.7",2019
"Новгородская область","302.5","291.6","11.0","59.9","57.7","3.6","1.6","26.4","28.2","19.0","22.7","2.1","0.5","16.5","28.5","23.9","22.3","8.3","0.2","2.9","3.1","2.1","2.5","0.2","1.5","48.0","83.1","69.8","65.2","24.0",2019
"Псковская область","316.4","300.4","16.1","58.9","55.9","5.1","1.6","22.9","31.0","15.4","21.7","7.4","0.5","18.2","25.5","24.5","22.7","8.7","0.3","3.7","5.0","2.5","3.5","1.2","1.4","54.6","76.6","73.5","68.2","26.0",2019
"г. Санкт-Петербург","3073.1","3030.8","42.2","67.3","66.4","1.4","3.6","38.7","21.4","16.3","12.2","7.8","0.1","17.6","30.0","23.8","21.2","7.3","1.5","16.3","9.0","6.9","5.1","3.4","4.4","532.1","909.0","722.2","642.1","221.0",2019
"Южный федеральный округ","8126.9","7696.4","430.5","59.6","56.5","5.3","1.9","36.5","25.3","18.0","15.7","2.6","0.5","17.7","29.5","25.4","21.3","5.5","8.4","157.1","108.8","77.4","67.5","11.2","35.6","1365.7","2272.2","1956.6","1640.5","425.7",2019
"Республика Адыгея","200.6","184.2","16.4","54.3","49.8","8.2","1.0","27.0","26.9","25.1","18.1","1.9","0.5","19.5","30.9","26.0","20.3","2.8","0.2","4.4","4.4","4.1","3.0","0.3","0.9","36.0","56.9","47.8","37.4","5.1",2019
"Республика Калмыкия","132.8","120.5","12.2","60.9","55.2","9.2","0.8","26.9","29.3","21.1","20.6","1.3","0.7","19.7","28.1","21.0","24.2","6.4","0.1","3.3","3.6","2.6","2.5","0.2","0.8","23.8","33.8","25.3","29.1","7.7",2019
"Республика Крым","918.0","866.7","51.4","57.9","54.7","5.6","0.3","22.9","32.2","23.8","20.2","0.6","0.4","16.7","30.3","25.8","21.5","5.3","0.1","11.7","16.5","12.2","10.4","0.3","3.2","144.9","262.5","223.3","186.6","46.1",2019
"Краснодарский край","2806.6","2670.9","135.7","60.9","57.9","4.8","1.2","49.2","23.6","13.9","9.6","2.6","0.5","16.3","29.7","26.3","21.8","5.4","1.6","66.7","32.0","18.8","13.0","3.4","14.5","436.1","792.5","701.2","582.0","144.8",2019
"Астраханская область","507.0","468.3","38.7","61.8","57.1","7.6","4.8","38.1","17.2","13.5","21.1","5.4","0.2","18.8","30.3","25.0","21.1","4.6","1.8","14.7","6.6","5.2","8.1","2.1","1.2","88.1","142.0","117.0","98.8","21.3",2019
"Волгоградская область","1242.8","1176.5","66.2","58.9","55.7","5.3","2.6","25.2","26.8","24.2","19.8","1.4","0.7","19.5","28.3","24.8","21.0","5.7","1.7","16.7","17.8","16.0","13.1","0.9","7.9","230.0","332.6","291.9","246.5","67.6",2019
"Ростовская область","2097.0","1995.8","101.2","59.2","56.3","4.8","2.5","36.6","25.1","16.2","15.9","3.7","0.3","18.5","29.5","25.0","21.0","5.7","2.5","37.0","25.4","16.4","16.1","3.8","6.3","368.8","589.7","498.7","418.3","114.1",2019
"г. Севастополь","222.1","213.4","8.6","60.6","58.3","3.9","3.9","29.3","27.7","22.4","14.3","2.4","0.4","17.8","29.1","24.1","19.6","8.9","0.3","2.5","2.4","1.9","1.2","0.2","0.9","38.0","62.1","51.5","41.9","19.0",2019
"Северо-Кавказский федеральный округ","4618.5","4109.2","509.3","61.0","54.3","11.0","6.9","41.2","21.3","15.6","12.6","2.3","1.3","20.7","29.0","23.1","19.1","6.7","34.9","210.0","108.7","79.7","64.4","11.6","53.2","851.8","1191.2","949.0","786.5","277.3",2019
"Республика Дагестан","1382.1","1202.8","179.3","59.8","52.0","13.0","8.3","45.2","20.1","14.3","11.2","1.0","1.1","21.8","29.0","23.9","18.6","5.6","14.8","81.0","36.0","25.6","20.1","1.8","13.7","262.2","349.1","286.9","223.6","67.4",2019
"Республика Ингушетия","258.6","190.4","68.2","72.9","53.7","26.4","2.4","50.2","29.9","11.7","5.4","0.5","1.0","18.8","26.7","23.3","21.9","8.2","1.6","34.2","20.4","8.0","3.7","0.4","1.8","35.8","50.9","44.4","41.8","15.7",2019
"Кабардино-Балкарская  Республика","446.4","398.6","47.7","64.8","57.9","10.7","1.0","29.7","29.2","19.6","20.0","0.7","0.8","20.7","27.5","22.7","20.5","7.8","0.5","14.2","13.9","9.3","9.5","0.3","3.0","82.5","109.7","90.6","81.5","31.3",2019
"Карачаево-Черкесская  Республика","203.6","179.8","23.8","54.3","47.9","11.7","1.6","27.2","30.4","21.5","18.3","0.9","0.4","20.6","28.3","23.5","20.2","7.0","0.4","6.5","7.2","5.1","4.4","0.2","0.8","37.1","50.9","42.3","36.2","12.6",2019
"Республика Северная Осетия-Алания","310.8","273.3","37.5","55.3","48.6","12.1","0.8","30.3","22.6","20.9","24.5","0.9","0.5","19.5","26.5","24.1","19.6","9.9","0.3","11.4","8.5","7.8","9.2","0.3","1.3","53.3","72.5","65.8","53.4","27.1",2019
"Чеченская Республика","634.4","548.5","85.9","65.2","56.4","13.5","19.4","33.6","11.4","17.5","11.2","6.9","4.9","25.6","31.2","17.2","13.6","7.5","16.7","28.9","9.8","15.0","9.6","5.9","27.0","140.5","171.2","94.3","74.7","40.9",2019
"Ставропольский край","1382.7","1315.7","66.9","60.1","57.2","4.8","0.9","50.8","19.2","13.2","11.9","4.0","0.4","18.3","29.4","24.7","20.9","6.2","0.6","34.0","12.9","8.8","8.0","2.7","5.7","240.5","387.0","324.8","275.3","82.5",2019
"Приволжский федеральный округ","14772.6","14152.6","620.0","60.7","58.1","4.2","3.0","33.2","25.8","19.2","16.4","2.4","0.4","18.8","28.8","24.7","22.0","5.3","18.4","205.5","160.2","119.3","101.7","14.8","62.2","2658.8","4075.1","3491.2","3106.6","758.7",2019
"Республика Башкортостан","1895.9","1812.1","83.8","57.8","55.3","4.4","1.7","29.7","30.4","20.2","17.8","0.1","0.4","20.7","29.3","24.0","21.8","3.9","1.4","24.9","25.5","16.9","14.9","0.1","6.5","374.5","530.5","434.6","395.5","70.6",2019
"Республика Марий Эл","333.6","318.2","15.4","60.2","57.4","4.6","4.0","23.2","27.4","26.3","18.2","0.8","0.4","18.7","29.7","22.8","22.5","6.0","0.6","3.6","4.2","4.1","2.8","0.1","1.3","59.4","94.4","72.4","71.8","18.9",2019
"Республика Мордовия","437.6","419.1","18.5","63.5","60.8","4.2","5.0","36.6","21.1","20.3","14.4","2.5","0.6","19.2","26.8","23.9","23.6","5.9","0.9","6.8","3.9","3.8","2.7","0.4","2.5","80.4","112.2","100.2","99.1","24.7",2019
"Республика Татарстан","2036.1","1969.7","66.4","64.0","61.9","3.3","4.6","44.7","22.4","14.7","12.8","0.9","0.7","21.1","29.1","23.1","21.5","4.5","3.1","29.7","14.9","9.8","8.5","0.6","14.1","415.2","572.2","454.9","423.0","90.3",2019
"Удмуртская Республика","763.0","730.4","32.6","62.6","60.0","4.3","5.6","23.0","23.8","24.6","18.8","4.2","0.4","19.9","30.2","24.8","21.2","3.6","1.8","7.5","7.8","8.0","6.1","1.4","3.1","145.4","220.5","180.8","154.5","26.1",2019
